1,1,0,0,0,1,0,1,1,0,1,0,
1,1,0,1,0,0,1,0,0,1,1,1,
1,1,0,1,1,0,1,1,0,0,0,7,
1,1,0,1,0,1,1,0,1,0,0,8,
1,1,0,1,0,1,1,0,0,1,0,12,
1,1,0,0,0,1,1,0,0,1,1,22,
1,1,0,0,0,0,1,0,1,1,1,24,
1,1,0,0,1,0,0,0,1,1,1,27
